Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,57.130001,58.139999,54.900002,56.500000,41.483597,34880600
2017-01-01,56.980000,58.279999,55.250000,55.400002,40.675964,33450900
2017-02-01,55.500000,57.169998,54.000000,55.900002,41.043068,178676500
2017-03-01,56.189999,56.509998,53.869999,55.709999,41.329731,79386900
2017-04-01,55.740002,57.750000,54.869999,56.580002,41.975155,36216300
2017-05-01,56.610001,57.349998,51.900002,52.000000,38.577377,58271100
2017-06-01,52.119999,53.380001,49.610001,51.660000,38.743137,72326100
2017-07-01,52.480000,52.910000,50.509998,51.680000,38.758125,32256500
2017-08-01,51.900002,53.000000,49.200001,49.919998,37.438194,40241100
2017-09-01,49.910000,52.299999,48.980000,52.119999,39.562714,46740100
2017-10-01,52.139999,52.590000,48.450001,49.580002,37.634682,42333200
2017-11-01,49.959999,49.970001,43.910000,48.650002,36.928749,73239000
2017-12-01,48.730000,50.639999,48.169998,49.160000,37.815819,56546400
2018-01-01,49.349998,51.040001,44.720001,45.029999,34.638863,55981500
2018-02-01,45.169998,45.250000,40.799999,40.810001,31.392673,74852500
2018-03-01,40.820000,43.529999,38.080002,40.520000,31.650843,90699400
2018-04-01,40.470001,42.220001,37.360001,38.889999,30.377621,74346700
2018-05-01,39.000000,43.220001,38.889999,40.290001,31.471180,78434200
2018-06-01,40.360001,47.500000,39.770000,47.000000,37.292526,76976700
2018-07-01,46.369999,47.500000,45.009998,46.200001,36.657757,58101700
2018-08-01,46.000000,47.540001,44.439999,44.509998,35.316811,60800600
2018-09-01,44.790001,45.799999,41.660000,41.680000,33.551247,54443600
2018-10-01,42.009998,44.020000,39.400002,41.020000,33.019962,79873300
2018-11-01,41.110001,44.799999,40.540001,43.660000,35.145088,100842700
2018-12-01,43.900002,44.709999,39.689999,42.410000,34.676868,140997700
2019-01-01,42.040001,48.500000,41.639999,48.009998,39.255753,105432400
2019-02-01,48.200001,49.700001,46.840000,48.680000,39.803581,100096400
2019-03-01,48.959999,49.660000,46.389999,48.400002,40.198269,112821000
2019-04-01,48.700001,51.200001,47.820000,49.490002,41.103561,90141100
2019-05-01,49.580002,51.220001,48.610001,49.759998,41.327808,129019400
2019-06-01,49.860001,50.049999,45.349998,47.299999,39.869644,109649900
2019-07-01,47.290001,48.459999,43.689999,44.080002,37.155472,77644500
2019-08-01,44.029999,45.580002,43.020000,44.529999,37.534782,107606000
2019-09-01,44.490002,47.869999,44.169998,46.500000,39.841824,78602100
2019-10-01,46.619999,48.070000,45.080002,47.970001,41.101337,85129200
2019-11-01,48.099998,51.380001,48.090000,50.299999,43.097710,123293600
2019-12-01,50.400002,52.169998,49.869999,51.630001,44.882065,77064600
2020-01-01,51.810001,54.430000,51.200001,53.810001,46.777145,93807000
2020-02-01,53.799999,57.320000,47.709999,49.959999,43.430328,151726900
2020-03-01,50.189999,52.230000,33.060001,40.980000,36.136341,220444000
2020-04-01,39.250000,44.779999,38.259998,42.650002,37.608963,129676800
2020-05-01,42.119999,46.750000,41.250000,44.779999,39.487206,198425800
2020-06-01,44.720001,45.820000,40.369999,41.279999,37.082928,119201400
2020-07-01,41.599998,43.570000,39.970001,42.869999,38.511269,99047500
2020-08-01,42.919998,45.349998,41.730000,41.730000,37.487183,154313400
2020-09-01,41.900002,43.029999,38.869999,38.900002,35.584156,107738200
2020-10-01,38.880001,40.180000,36.119999,36.709999,33.580826,134847900
2020-11-01,36.950001,41.919998,35.799999,40.560001,37.102654,285986100
2020-12-01,41.150002,43.650002,40.360001,40.709999,38.012913,144362800
2021-01-01,41.110001,45.230000,40.630001,42.959999,40.113850,167655600
2021-02-01,43.340000,45.840000,42.930000,42.980000,40.132523,288538000
2021-03-01,43.599998,46.959999,43.279999,45.779999,43.540127,154383800
2021-04-01,46.189999,47.560001,45.680000,47.410000,45.090378,115881800
2021-05-01,47.560001,49.130001,45.759998,45.900002,43.654255,272514600
2021-06-01,46.459999,50.189999,46.419998,49.630001,48.032131,132785600
2021-07-01,50.000000,50.410000,47.650002,49.180000,47.596619,104801600
2021-08-01,49.200001,50.380001,47.500000,49.650002,48.051487,209133800
2021-09-01,49.470001,51.340000,49.470001,50.459999,49.659275,119661200
2021-10-01,50.540001,53.230000,50.130001,51.840000,51.017380,104585600
2021-11-01,52.060001,54.000000,49.410000,49.790001,48.999908,287489700
2021-11-26,49.980000,50.090000,49.410000,49.790001,49.790001,6337759
