Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,106.790001,112.339996,106.500000,109.559998,85.313026,27360300
2017-01-01,110.000000,113.349998,109.849998,110.809998,87.253510,20499100
2017-02-01,111.480003,120.830002,110.809998,116.610001,91.820541,24476400
2017-03-01,118.489998,120.660004,112.720001,114.669998,90.292946,38548900
2017-04-01,115.059998,116.599998,108.839996,110.250000,87.757416,25488700
2017-05-01,110.949997,110.989998,104.400002,105.620003,84.071999,39009800
2017-06-01,105.690002,108.290001,104.500000,105.389999,83.888916,39805300
2017-07-01,106.290001,109.599998,105.139999,108.220001,87.172546,21054700
2017-08-01,108.790001,109.410004,104.440002,104.910004,84.506310,28358100
2017-09-01,105.339996,110.389999,103.839996,109.169998,87.937790,29104000
2017-10-01,109.639999,114.989998,109.300003,113.559998,92.568687,21657400
2017-11-01,113.889999,118.720001,112.050003,118.139999,96.302078,21970700
2017-12-01,118.010002,123.870003,118.000000,122.540001,99.888733,29846500
2018-01-01,122.320000,124.370003,121.059998,121.860001,100.394577,27991700
2018-02-01,121.589996,121.690002,112.519997,117.199997,96.555435,30219100
2018-03-01,117.300003,118.860001,112.190002,113.720001,93.688431,31629900
2018-04-01,113.699997,113.730003,110.000000,111.830002,93.214668,21613300
2018-05-01,111.820000,117.239998,111.300003,113.199997,94.356621,27088200
2018-06-01,113.529999,117.949997,112.510002,114.360001,95.323532,22948300
2018-07-01,114.650002,118.879997,114.000000,118.720001,100.102928,18144600
2018-08-01,118.870003,123.339996,118.330002,122.300003,103.121536,24297700
2018-09-01,122.330002,125.209999,120.989998,121.029999,102.050682,22043600
2018-10-01,122.010002,122.099998,111.309998,113.680000,96.919701,26159000
2018-11-01,113.989998,116.349998,110.489998,111.500000,95.061104,27731100
2018-12-01,112.550003,112.550003,99.510002,101.680000,86.688904,38271700
2019-01-01,101.000000,111.750000,100.599998,111.410004,96.283447,24920900
2019-02-01,111.400002,115.070000,109.900002,111.629997,96.473572,25940300
2019-03-01,112.000000,114.050003,105.580002,105.599998,91.262283,41459900
2019-04-01,106.580002,113.099998,106.309998,112.809998,98.766579,30195200
2019-05-01,112.779999,113.419998,100.730003,102.489998,89.731285,45088800
2019-06-01,102.489998,105.660004,101.940002,102.980003,90.160309,36244400
2019-07-01,103.739998,104.889999,101.500000,103.830002,92.144173,27465700
2019-08-01,103.910004,104.029999,97.550003,103.129997,91.522934,33239000
2019-09-01,102.290001,111.900002,101.650002,109.309998,97.007401,42991500
2019-10-01,109.650002,113.360001,105.779999,112.309998,100.985184,32091400
2019-11-01,112.529999,115.959999,112.349998,115.459999,103.817543,22645900
2019-12-01,115.470001,115.720001,107.739998,108.059998,97.163727,43681100
2020-01-01,108.449997,110.040001,107.150002,107.919998,98.321220,32903500
2020-02-01,108.129997,110.980003,100.879997,102.160004,93.073540,31713300
2020-03-01,101.510002,104.209999,67.519997,82.000000,74.706642,110879000
2020-04-01,78.309998,87.699997,76.320000,82.480003,76.512245,49924700
2020-05-01,81.239998,91.900002,77.680000,88.290001,81.901863,37317500
2020-06-01,88.320000,99.800003,88.099998,90.739998,84.174599,61128100
2020-07-01,91.410004,94.690002,89.680000,92.730003,87.392143,37746900
2020-08-01,93.089996,104.940002,92.349998,103.559998,97.598717,27701200
2020-09-01,103.099998,105.370003,98.830002,99.529999,93.800705,60549200
2020-10-01,99.839996,102.849998,96.419998,99.379997,95.026901,31793700
2020-11-01,99.980003,111.919998,99.010002,109.480003,104.684494,39871100
2020-12-01,110.599998,112.430000,108.639999,108.720001,103.957779,60245000
2021-01-01,109.169998,114.209999,107.440002,108.980003,105.579506,38848900
2021-02-01,109.410004,119.309998,109.120003,117.330002,113.668968,31250800
2021-03-01,118.599998,127.129997,117.089996,123.050003,119.210480,70106200
2021-04-01,123.180000,128.100006,122.900002,127.779999,125.235794,27158500
2021-05-01,128.080002,143.240005,127.910004,140.710007,137.908356,26156600
2021-06-01,141.710007,148.100006,140.100006,141.110001,138.300385,46872700
2021-07-01,142.169998,145.970001,139.369995,145.070007,143.617722,20522300
2021-08-01,145.160004,152.839996,142.500000,145.139999,143.687012,24478200
2021-09-01,145.210007,148.449997,140.699997,141.000000,139.588455,51317200
2021-10-01,141.210007,151.339996,140.529999,150.169998,150.169998,27787000
2021-11-01,151.039993,152.869995,145.589996,146.559998,146.559998,21087600
2021-11-26,147.000000,147.149994,146.009995,146.559998,146.559998,1561808
